73.000000	267.197000	-0.001272	0.003158	0.000032	37.000000	37.000000
74.000000	282.642000	-0.001508	0.003864	0.000075	38.000000	38.000000
75.000000	282.281000	-0.001559	0.003856	0.000267	38.000000	38.000000
76.000000	262.981000	-0.001553	0.003524	0.000231	39.000000	39.000000
77.000000	262.857000	-0.001680	0.003557	0.000257	39.000000	39.000000
78.000000	285.474000	-0.001713	0.004870	0.000076	40.000000	40.000000
79.000000	284.861000	-0.001826	0.004853	-0.000002	40.000000	40.000000
80.000000	285.377000	-0.001885	0.005060	0.000069	41.000000	41.000000
81.000000	285.726000	-0.001780	0.004885	0.000168	41.000000	41.000000
82.000000	288.835000	-0.001850	0.005345	0.000296	42.000000	42.000000
83.000000	287.095000	-0.001939	0.005417	0.000257	42.000000	42.000000
84.000000	287.064000	-0.002461	0.005839	0.000207	43.000000	43.000000
85.000000	285.588000	-0.002531	0.005956	0.000111	43.000000	43.000000
86.000000	255.018000	-0.002676	0.006156	-0.000045	44.000000	44.000000
87.000000	254.652000	-0.002923	0.006208	0.000106	44.000000	44.000000
88.000000	252.578000	-0.003280	0.006555	-0.000163	45.000000	45.000000
89.000000	252.418000	-0.003087	0.006668	-0.000003	45.000000	45.000000
90.000000	257.045000	-0.003137	0.006749	0.000028	46.000000	46.000000
91.000000	257.940000	-0.003082	0.006751	0.000123	46.000000	46.000000
92.000000	263.291000	-0.002993	0.006914	0.000238	47.000000	47.000000
93.000000	263.114000	-0.003298	0.006882	0.000109	47.000000	47.000000
94.000000	268.482000	-0.003290	0.006873	0.000079	48.000000	48.000000
95.000000	267.929000	-0.003147	0.006998	0.000214	48.000000	48.000000
96.000000	273.463000	-0.003148	0.007105	0.000025	49.000000	49.000000
97.000000	272.515000	-0.003348	0.007004	-0.000106	49.000000	49.000000
98.000000	276.045000	-0.003658	0.007319	-0.000267	50.000000	50.000000
99.000000	276.151000	-0.003751	0.007412	-0.000238	50.000000	50.000000
100.000000	279.095000	-0.003815	0.007865	-0.000022	51.000000	51.000000
101.000000	278.044000	-0.003537	0.007920	-0.000002	51.000000	51.000000
